|Posición|Descripcion|conc
2733|481110|"Papel y cartón alquitranados, embetunados o asfaltados, en bobinas ""rollos"" o en hojas de forma ..."|"481110 - Papel y cartón alquitranados, embetunados o asfaltados, en bobinas ""rollos"" o en hojas de forma ..."
2734|481121|Papel y carton autoadhesivo|481121 - Papel y carton autoadhesivo
2735|481129|Los demas papel y carton engomados o adhesivos, excepto autoadhesivos.|481129 - Los demas papel y carton engomados o adhesivos, excepto autoadhesivos.
2736|481131|Papeles y cartones impregnados o revestidos con resinas sintéticas o artificiales, balnque|481131 - Papeles y cartones impregnados o revestidos con resinas sintéticas o artificiales, balnque
2737|481139|Papel y carton recubierto, impregnado o revestido de plastico (con exclusion de los adhesi|481139 - Papel y carton recubierto, impregnado o revestido de plastico (con exclusion de los adhesi
2738|481140|Papel y carton recubierto, impregnado o revestido de cera, de parafina, de estearina, de a|481140 - Papel y carton recubierto, impregnado o revestido de cera, de parafina, de estearina, de a
2739|481141|Papel y cartón, autoadhesivos, coloreados o decorados en la superficie o impresos, en bobinas ...|481141 - Papel y cartón, autoadhesivos, coloreados o decorados en la superficie o impresos, en bobinas ...
2740|481149|Papel y cartón, coloreados o decorados en la superficie o impresos, engomados o adhesivos pero ...|481149 - Papel y cartón, coloreados o decorados en la superficie o impresos, engomados o adhesivos pero ...
2741|481151|Papel y cartón, coloreados o decorados en la superficie o impresos, recubiertos, impregnados ...|481151 - Papel y cartón, coloreados o decorados en la superficie o impresos, recubiertos, impregnados ...
2742|481159|Papel y cartón, coloreados o decorados en la superficie o impresos, recubiertos, impregnados ...|481159 - Papel y cartón, coloreados o decorados en la superficie o impresos, recubiertos, impregnados ...
2743|481160|Papel y cartón recubiertos, impregnados o revestidos de cera, parafina, estearina, aceite o ...|481160 - Papel y cartón recubiertos, impregnados o revestidos de cera, parafina, estearina, aceite o ...
2744|481190|Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados ...|481190 - Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados ...
2745|481200|Bloques y placas, filtrantes, de pasta de papel|481200 - Bloques y placas, filtrantes, de pasta de papel
2746|481310|Papel de fumar, en librillos o en tubos|481310 - Papel de fumar, en librillos o en tubos
2747|481320|"Papel de fumar, en bobinas ""rollos"" de anchura <= 5 cm"|"481320 - Papel de fumar, en bobinas ""rollos"" de anchura <= 5 cm"
2748|481390|Papel de fumar, incl. cortado al tamaño adecuado (exc. en librillos o en tubos, así como en ...|481390 - Papel de fumar, incl. cortado al tamaño adecuado (exc. en librillos o en tubos, así como en ...
2749|481410|Papel para decorar y revestimientos similares de paredes; papel para vidrieras : Papel granito ...|481410 - Papel para decorar y revestimientos similares de paredes; papel para vidrieras : Papel granito ...
2750|481420|Papel para decorar y revestimientos simil. de paredes, constituidos por papel recubierto o ...|481420 - Papel para decorar y revestimientos simil. de paredes, constituidos por papel recubierto o ...
2751|481430|Papel para decorar y revestimientos simil. de paredes, constituidos por papel revestido en ...|481430 - Papel para decorar y revestimientos simil. de paredes, constituidos por papel revestido en ...
2752|481490|Wallpaper y revestimientos similares de paredes de papel, y papel para vidrieras (sin revestimientos ...|481490 - Wallpaper y revestimientos similares de paredes de papel, y papel para vidrieras (sin revestimientos ...
2753|481500|Cubresuelos con soporte de papel o cartón, incl. recortados (exc. cubresuelos simil. pero con ...|481500 - Cubresuelos con soporte de papel o cartón, incl. recortados (exc. cubresuelos simil. pero con ...
2754|481610|"Papel carbón ""carbónico"" y papeles simil. para copiar, en bobinas ""rollos"" de anchura <= 36 ..."|"481610 - Papel carbón ""carbónico"" y papeles simil. para copiar, en bobinas ""rollos"" de anchura <= 36 ..."
2755|481620|"Papel autocopia, en bobinas ""rollos"" de anchura <= 36 cm o en hojas cuadradas o rectangulares ..."|"481620 - Papel autocopia, en bobinas ""rollos"" de anchura <= 36 cm o en hojas cuadradas o rectangulares ..."
2756|481630|"Clisés de mimeógrafo [""stencils""] completos, de papel, incl. acondicionados en cajas"|"481630 - Clisés de mimeógrafo [""stencils""] completos, de papel, incl. acondicionados en cajas"
2757|481690|"Papel para copiar o transferir, en bobinas ""rollos"" de anchura <= 36 cm o en hojas cuadradas ..."|"481690 - Papel para copiar o transferir, en bobinas ""rollos"" de anchura <= 36 cm o en hojas cuadradas ..."
2758|481710|Sobres de papel o cartón (exc. sobres carta)|481710 - Sobres de papel o cartón (exc. sobres carta)
2759|481720|Sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia, de papel o cartón ...|481720 - Sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia, de papel o cartón ...
2760|481730|Cajas, bolsas y presentaciones simil. de papel o cartón, con un surtido de artículos para correspondencia ...|481730 - Cajas, bolsas y presentaciones simil. de papel o cartón, con un surtido de artículos para correspondencia ...
2761|481810|Papel higiénico, en rollos, de anchura <= 36 cm|481810 - Papel higiénico, en rollos, de anchura <= 36 cm
2762|481820|Pañuelos, toallitas de desmaquillaje y toallas, de pasta de papel, de papel, de guata de celulosa ...|481820 - Pañuelos, toallitas de desmaquillaje y toallas, de pasta de papel, de papel, de guata de celulosa ...
2763|481830|Manteles y servilletas, de pasta de papel, de papel, de guata de celulosa o de napa de fibras ...|481830 - Manteles y servilletas, de pasta de papel, de papel, de guata de celulosa o de napa de fibras ...
2764|481840|Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa ...|481840 - Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa ...
2765|481850|"Prendas y complementos ""accesorios"" de vestir, de pasta de papel, de papel, de guata de celulosa ..."|"481850 - Prendas y complementos ""accesorios"" de vestir, de pasta de papel, de papel, de guata de celulosa ..."
2766|481890|Papel, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos ...|481890 - Papel, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos ...
2767|481910|Cajas de papel o cartón corrugado|481910 - Cajas de papel o cartón corrugado
2768|481920|Cajas y cartonajes, plegables, de papel o cartón, sin corrugar|481920 - Cajas y cartonajes, plegables, de papel o cartón, sin corrugar
2769|481930|"Sacos ""bolsas"" de papel, cartón, guata de celulosa o napa de fibra de celulosa, con una anchura ..."|"481930 - Sacos ""bolsas"" de papel, cartón, guata de celulosa o napa de fibra de celulosa, con una anchura ..."
2770|481940|"Sacos ""bolsas"" y cucuruchos, de papel, cartón, guata de celulosa o napa de fibra de celulosa ..."|"481940 - Sacos ""bolsas"" y cucuruchos, de papel, cartón, guata de celulosa o napa de fibra de celulosa ..."
2771|481950|Envases, incl. las fundas para discos, de papel, cartón, guata de celulosa o napa de fibra ...|481950 - Envases, incl. las fundas para discos, de papel, cartón, guata de celulosa o napa de fibra ...
2772|481960|"Cartonajes en forma de recipientes rígidos de los tipos utilizados en oficinas, tiendas ""carpas"" ..."|"481960 - Cartonajes en forma de recipientes rígidos de los tipos utilizados en oficinas, tiendas ""carpas"" ..."
2773|482010|"Libros registro, libros de contabilidad, talonarios ""de notas, pedidos o recibos"", bloques ..."|"482010 - Libros registro, libros de contabilidad, talonarios ""de notas, pedidos o recibos"", bloques ..."
2774|482020|Cuadernos|482020 - Cuadernos
2775|482030|Clasificadores, encuadernaciones distintas de las cubiertas para libros, carpetas y cubiertas ...|482030 - Clasificadores, encuadernaciones distintas de las cubiertas para libros, carpetas y cubiertas ...
2776|482040|"Formularios en paquetes o plegados [""manifold""], aunque lleven papel carbón ""carbónico"""|"482040 - Formularios en paquetes o plegados [""manifold""], aunque lleven papel carbón ""carbónico"""
2777|482050|Álbumes para muestras o para colecciones, de papel o cartón|482050 - Álbumes para muestras o para colecciones, de papel o cartón
2778|482090|Carpetas de mesa y demás artículos escolares, para oficina o papelería, de papel o cartón; ...|482090 - Carpetas de mesa y demás artículos escolares, para oficina o papelería, de papel o cartón; ...
2779|482110|Etiquetas de todas clases, de papel o cartón, impresas|482110 - Etiquetas de todas clases, de papel o cartón, impresas
2780|482190|Etiquetas de todas clases, de papel o cartón, sin imprimir|482190 - Etiquetas de todas clases, de papel o cartón, sin imprimir
2781|482210|Carretes, bobinas, canillas y soportes simil. de pasta de papel, de papel o cartón, incl. perforados ...|482210 - Carretes, bobinas, canillas y soportes simil. de pasta de papel, de papel o cartón, incl. perforados ...
2782|482290|Carretes, bobinas, canillas y soportes simil. de pasta de papel, de papel o cartón, incl. perforados ...|482290 - Carretes, bobinas, canillas y soportes simil. de pasta de papel, de papel o cartón, incl. perforados ...
2783|482311|Papel autoadhesivo, en bandas o en rollos.|482311 - Papel autoadhesivo, en bandas o en rollos.
2784|482312|"Papel, autoadhesivo, en tiras o en bobinas ""rollos"" de anchura <= 36 cm (exc. coloreado o decorado ..."|"482312 - Papel, autoadhesivo, en tiras o en bobinas ""rollos"" de anchura <= 36 cm (exc. coloreado o decorado ..."
2785|482319|"Papel, engomado o adhesivo pero no autoadhesivo, en tiras o en bobinas ""rollos"" de anchura ..."|"482319 - Papel, engomado o adhesivo pero no autoadhesivo, en tiras o en bobinas ""rollos"" de anchura ..."
2786|482320|"Papel y cartón filtro, en tiras o en bobinas ""rollos"" de anchura <= 36 cm o en hojas de forma ..."|"482320 - Papel y cartón filtro, en tiras o en bobinas ""rollos"" de anchura <= 36 cm o en hojas de forma ..."
2787|482340|"Papel diagrama para aparatos registradores, en bobinas ""rollos"" de anchura <= 36 cm o en hojas ..."|"482340 - Papel diagrama para aparatos registradores, en bobinas ""rollos"" de anchura <= 36 cm o en hojas ..."
2788|482351|Papeles y cartones del tipo utilizados en la escritura, impresos, estampados o perforados|482351 - Papeles y cartones del tipo utilizados en la escritura, impresos, estampados o perforados
2789|482359|Papeles y cartones del tipo utilizados en la escritura, la impresion u otros fines grafico|482359 - Papeles y cartones del tipo utilizados en la escritura, la impresion u otros fines grafico
2790|482360|Bandejas, fuentes, platos, tazas, vasos y artículos simil., de papel o cartón|482360 - Bandejas, fuentes, platos, tazas, vasos y artículos simil., de papel o cartón
2791|482361|Bandejas, fuentes y platos, tazas, vasos y artículos simil.,de papel o cartón|482361 - Bandejas, fuentes y platos, tazas, vasos y artículos simil.,de papel o cartón
2792|482369|Bandejas, fuentes y platos, tazas, vasos y artículos simil.,de papel o cartón (exc. de papel ...|482369 - Bandejas, fuentes y platos, tazas, vasos y artículos simil.,de papel o cartón (exc. de papel ...
2793|482370|Artículos de pasta de papel, moldeados o prensados, n.c.o.p.|482370 - Artículos de pasta de papel, moldeados o prensados, n.c.o.p.
2794|482390|"Papel, cartón, guata de celulosa y napa de fibra de celulosa, en tiras o en bobinas ""rollos"" ..."|"482390 - Papel, cartón, guata de celulosa y napa de fibra de celulosa, en tiras o en bobinas ""rollos"" ..."
2795|490110|Libros, folletos e impresos simil., en hojas sueltas, incl. plegadas (exc. publicaciones periódicas ...|490110 - Libros, folletos e impresos simil., en hojas sueltas, incl. plegadas (exc. publicaciones periódicas ...
2796|490191|Diccionarios y enciclopedias, incl. en fascículos|490191 - Diccionarios y enciclopedias, incl. en fascículos
2797|490199|Libros, folletos e impresos simil. (exc. en hojas sueltas, así como diccionarios, enciclopedias, ...|490199 - Libros, folletos e impresos simil. (exc. en hojas sueltas, así como diccionarios, enciclopedias, ...
2798|490210|Diarios y publicaciones periódicas, impresos, incl. ilustrados o con publicidad, que se publiquen ...|490210 - Diarios y publicaciones periódicas, impresos, incl. ilustrados o con publicidad, que se publiquen ...
2799|490290|Diarios y publicaciones periódicas, impresos, incl. ilustrados o con publicidad (exc. los que ...|490290 - Diarios y publicaciones periódicas, impresos, incl. ilustrados o con publicidad (exc. los que ...
2800|490300|Álbumes o libros de estampas y cuadernos para dibujar o colorear, par niños|490300 - Álbumes o libros de estampas y cuadernos para dibujar o colorear, par niños
2801|490400|Música manuscrita o impresa, incluso con ilustraciones o encuadernada|490400 - Música manuscrita o impresa, incluso con ilustraciones o encuadernada
2802|490510|Esferas cartógraficas, impresas (exc. esferas en relieve)|490510 - Esferas cartógraficas, impresas (exc. esferas en relieve)
2803|490591|Manufacturas cartógraficas de todas clases, incl. los planos topográficos, impresos, en forma ...|490591 - Manufacturas cartógraficas de todas clases, incl. los planos topográficos, impresos, en forma ...
2804|490599|Manufacturas cartógraficas de todas clases, incl. los mapas murales y planos topográficos, ...|490599 - Manufacturas cartógraficas de todas clases, incl. los mapas murales y planos topográficos, ...
2805|490600|Planos y dibujos originales hechos a mano, de arquitectura, ingeniería, industriales, comerciales, ...|490600 - Planos y dibujos originales hechos a mano, de arquitectura, ingeniería, industriales, comerciales, ...
2806|490700|Sellos (estampillas) de correos, timbres fiscales y análogos, sin obliterar, que tengan o estén ...|490700 - Sellos (estampillas) de correos, timbres fiscales y análogos, sin obliterar, que tengan o estén ...
2807|490810|Calcomanías vitrificables|490810 - Calcomanías vitrificables
2808|490890|Calcomanías de cualquier clase (exc. vitrificables)|490890 - Calcomanías de cualquier clase (exc. vitrificables)
2809|490900|Tarjetas postales impresas o ilustradas; tarjetas impresas con felicitaciones o comunicaciones ...|490900 - Tarjetas postales impresas o ilustradas; tarjetas impresas con felicitaciones o comunicaciones ...
2810|491000|Calendarios de cualquier clase impresos, incluidos los tacos de calendario|491000 - Calendarios de cualquier clase impresos, incluidos los tacos de calendario
2811|491110|Impresos publicitarios, catálogos comerciales y simil.|491110 - Impresos publicitarios, catálogos comerciales y simil.
